csfa_number,program_name,agency,record_type,award_id,grantee_name,award_amount,award_amount_raw,award_start_date,award_end_date,award_period,grantee_location,fiscal_year,chicago_likely,chicago_signal,amount_meaning,source,source_url
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177736 (26-3017-61098),City of Crest Hill,50000.0,"50,000",10/20/2025,04/15/2027,10/20/2025 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176625 (24-3017-40768), (24-3017-40768-A1), (25-3017-40768-A2)",CITY OF DALLAS CITY,30000.0,"30,000",07/31/2023,04/15/2027,07/31/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177252 (25-3017-53564),City of DeKalb,50000.0,"50,000",10/29/2024,04/15/2027,10/29/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177799 (26-3017-61881),City of Dixon,40000.0,"40,000",01/13/2026,04/15/2027,01/13/2026 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176405 (23-3017-38895), C176405 (25-3017-38895-A2)",City of Du Quoin,80000.0,"80,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C176843 (24-3017-45186-A1),City of East Moline,100000.0,"100,000",01/31/2024,04/15/2027,01/31/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176844 (24-3017-45187), (25-3017-45187-A1)",City of East Peoria,50000.0,"50,000",03/26/2024,04/15/2027,03/26/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176847 (24-3017-45190), (25-3017-45190-A1)",City of Fairbury,25000.0,"25,000",01/31/2024,04/15/2027,01/31/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176638 (24-3017-40786), C176638 (24-3017-40786-A2), C176638 (25-3017-40786-A3)",City of Flora,120000.0,"120,000",07/25/2023,04/14/2027,07/25/2023 - 04/14/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176639 (24-3017-40794), (24-3017-40794-A1), (24-3017-40794-A2), (25-3017-40794-A3)",City of Georgetown,80000.0,"80,000",08/14/2023,04/15/2027,08/14/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176851 (24-3017-45198), (25-3017-45198-A1), (26-3017-45198-A2)",City of Girard,60000.0,"60,000",02/05/2024,04/15/2027,02/05/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C177075 (24-3017-47990), C177075 (25-3017-47990-A1), C177075 (26-3017-47990-A2)",CITY OF HARVARD,80000.0,"80,000",06/20/2024,04/15/2027,06/20/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176728 (24-3017-40926), C176728 (24-3017-40926-A1), (25-3017-40926-A2)",City of Harvey,50000.0,"50,000",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176428 (23-3017-38916), (24-3017-38916-A1), (24-3017-38916-A2),24-3017-38916-A3, 25-3017-38916-A4",City of Herrin,150000.0,"150,000",03/07/2023,04/15/2027,03/07/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176650 (24-3017-40917), C176650 (24-3017-40917-A1), 25-3017-40917-A2",City of Hillsboro,40000.0,"40,000",07/20/2023,04/15/2027,07/20/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176860 (24-3017-45216), 25-3017-45216-A1",City of Hurst,30000.0,"30,000",04/01/2024,04/15/2027,04/01/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C177246 (25-3017-53587), C177246 (25-3017-53587-A1), C177246 (26-3017-53587-A2)",City of Jacksonville,280000.0,"280,000",10/30/2024,04/15/2027,10/30/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177546(25-3017-46909),City of Johnston City,40000.0,"40,000",05/22/2025,04/15/2027,05/22/2025 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176653 (24-3017-40830), C176653 (24-3017-40830-A1), 25-3017-40830-A2",City of Jonesboro,30000.0,"30,000",07/20/2023,04/15/2027,07/20/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176421 (23-3017-38900), C176421 (24-3017-38900-A1), C176421 (25-3017-38900-A2)",City of La Salle,80000.0,"80,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176447 (23-3017-38899), C176447 (24-3017-38899-A1), C176447 (24-3017-38899-A2),25-3017-38899-A3",City of Lacon,60000.0,"60,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176657 (24-3017-40850), C176657 (24-3017-40850-A1), 25-3017-40850-A2",City of Lawrenceville,40000.0,"40,000",07/20/2023,04/15/2027,07/20/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176661 (24-3017-40665), C176661 (24-3017-40665-A1), C176661 (25-3017-40665-A2)",City of Litchfield,40000.0,"40,000",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177814 (26-3017-61981),City of Macomb,40000.0,"40,000",01/22/2026,04/15/2027,01/22/2026 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176665 (24-3017-40674), C176665 (24-3017-40674-A1), C176665 (25-3017-40674-A2)",City of Marengo,40000.0,"40,000",07/31/2023,04/15/2027,07/31/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176407 (23-3017-38915), 24-3017-38915-A1, 24-3017-38915-A2, 24-3017-38915-A3, 25-3017-38915-A4",City of Markham,160000.0,"160,000",03/09/2023,04/15/2027,03/09/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176669 (24-3017-40683), C176669 (24-3017-40683-A1), C176669 (25-3017-40683-A2)",City of Marseilles,40000.0,"40,000",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177762 (26-3017-61429),City of Marshall,40000.0,"40,000",04/09/2026,04/15/2027,04/09/2026 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C177106 (24-3017-47991), C177106 (25-3017-47991-A1)",City of Mattoon,50000.0,"50,000",08/12/2024,04/15/2027,08/12/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176671 (24-3017-40685), (24-3017-40685-A1), (24-3017-40685-A2), (25-3017-40685-A3)",City of McLeansboro,120000.0,"120,000",07/20/2023,04/15/2027,07/20/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177992(26-3017-63018),City of Mendota,40000.0,"40,000",05/15/2026,04/15/2027,05/15/2026 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176677 (24-3017-40701), C176677 (24-3017-40701-A1), C176677 (25-3017-40701-A2)",City of Momence,40000.0,"40,000",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C177107 (24-3017-47988), C177107 (25-3017-47988-A1)",City of Morris,50000.0,"50,000",06/20/2024,04/15/2027,06/20/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177797 (26-3017-61892),City of Mound City,30000.0,"30,000",04/22/2026,04/15/2027,04/22/2026 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177585 (25-3017-56213),City of Mounds,30000.0,"30,000",05/22/2025,04/15/2027,05/22/2025 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176423 (23-3017-38906), C176423 (24-3017-38906-A1), C176423 (25-3017-38906-A2)",CITY OF MT CARMEL,40000.0,"40,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176881 (24-3017-45205), C176881 (25-3017-45205-A1), 25-3017-45205-A2",City of Oregon,80000.0,"80,000",03/03/2025,04/15/2027,03/03/2025 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177814 (26-3017-53942),City of Paris,40000.0,"40,000",05/15/2026,04/15/2027,05/15/2026 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176686 (24-3017-40785), C176686 (24-3017-40785-A1), C176686 (25-3017-40785-A2)",City of Paxton,39168.0,"39,168",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176433 (23-3017-38910), Amendments 1-5",City of Peru,200000.0,"200,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176883 (24-3017-45207), C176883 (25-3017-45207-A1)",City of Plano,40000.0,"40,000",02/05/2024,04/15/2027,02/05/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176885 (24-3017-45168), A1, A2, A3",City of Princeton,120000.0,"120,000",03/11/2024,04/15/2027,03/11/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176417 (23-3017-38912), C176417 (24-3017-38912-A1), C176417 (25-3017-38912-A2)",City of Rock Island,50000.0,"50,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176410 (23-3017-38913), (24-3017-38913-A1), (24-3017-38913-A2), (25-3017-38913-A3)",CITY OF ROCKFORD,100000.0,"100,000",03/21/2023,04/15/2027,03/21/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176888 (24-3017-45217), C176888 (25-3017-45217-A1)",City of Rolling Meadows,50000.0,"50,000",02/15/2024,04/15/2027,02/15/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176890(24-3017-45219), C176890(24-3017-45219-A1), C176890(25-3017-45219-A2), 26-3017-45219-A3",City of Sandwich,120000.0,"120,000",02/29/2024,04/15/2027,02/29/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176408 (23-3017-38914), C176408 (24-3017-38914-A1), C176408 (25-3017-38914-A2)",City of Savanna,80000.0,"80,000",03/07/2023,04/15/2027,03/07/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176898 (24-3017-45223), C176898 (25-3017-45223-A1)",City of Spring Valley,40000.0,"40,000",02/22/2024,04/15/2027,02/22/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176439 (23-3017-38925), A1, A2, A3, A4",City of Taylorville,250000.0,"250,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176418 (23-3017-38926), Amendments 1, 2, 3, 4",City of Vandalia,120000.0,"120,000",03/02/2023,04/15/2027,03/02/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176712 (24-3017-42033), C176712 (24-3017-42033-A1), C176712 (25-3017-42033-A2)",CITY OF WATSEKA,80000.0,"80,000",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176435 (23-3017-38927), 24-3017-38927-A1, 24-3017-38927-A2, 25-3017-38927-A3",City of Waukegan,150000.0,"150,000",03/16/2023,04/15/2027,03/16/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,C177772 (26-3017-61539),City of Wilmington,40000.0,"40,000",01/13/2026,04/15/2027,01/13/2026 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176716 (24-3017-40824), (24-3017-40824-A1), (24-3017-48024-A2), (25-3017-40824-A3)",City of Zeigler,90000.0,"90,000",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C177126 (24-3017-48164), C177222 (25-3017-48164-A1)","City of Zion, Illinois",50000.0,"50,000",06/20/2024,04/15/2027,06/20/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176633 (24-3017-40776), C176633 (25-3017-40776-A3)",County of Jackson Village of Elkville,70000.0,"70,000",08/14/2023,04/15/2027,08/14/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176406 (23-3017-38897), C176406(24-3017-38897-A1), C176406(25-3017-38897-A2)","EUREKA, CITY OF",40000.0,"40,000",03/29/2023,04/15/2027,03/29/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176856 (24-3017-45214), C176856(25-3017-45214-A1)","Harwood Heights, Village of",40000.0,"40,000",02/06/2024,04/15/2027,02/06/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176658 (24-3017-40662), C176658 (24-3017-40662-A1), (25-3017-40662-A2)",Lewistown,80000.0,"80,000",07/25/2023,04/15/2027,07/25/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176870 (24-3017-45195), C176870 (25-3017-45195-A1)",McClure East Cape Girardeau Public Water District,30000.0,"30,000",02/05/2024,04/15/2027,02/05/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176415 (23-3017-38907), C176415 (24-3017-38907-A1), C176415 (25-3017-38907-A2)","Melrose Park, Village of",50000.0,"50,000",03/08/2023,04/15/2027,03/08/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176855 (24-3017-45212), (25-3017-45212-A1), (25-3017-45212-A2)",The City of Harrisburg,40000.0,"40,000",02/06/2024,04/15/2027,02/06/2024 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
532-60-3017,Lead Service Line Inventory Grant Program,IEPA (532),award,"C176720 (24-3017-40903), (24-3017-40903-A1), (25-3017-40903-A2)",TOWN OF CICERO,50000.0,"50,000",07/31/2023,04/15/2027,07/31/2023 - 04/15/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3017
